CryoSleep,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Cabin_deck_A,Cabin_deck_B,Cabin_deck_C,Cabin_deck_D,Cabin_deck_E,Cabin_deck_F,Cabin_deck_G,Cabin_deck_T,Cabin_side_P,Cabin_side_S,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,spending_Categ_Low,spending_Categ_Medium,spending_Categ_High
False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.3670886075949367,0.0012103397596611048,0.03438452103034859,0.0,5.0393065914130216e-05,0.0,False,True,False
False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.25316455696202533,0.08965159505489756,3.9567918331816565e-05,0.000241196333815726,0.0,0.07076149425287356,False,True,False
True,True,False,False,False,False,False,False,False,False,True,False,True,False,0.06329113924050633,0.0,0.0,0.0,0.0,0.0,True,False,False
True,False,True,False,False,True,False,False,False,False,False,False,True,False,0.27848101265822783,0.0,0.0,0.0,0.0,0.0,True,False,False
False,False,True,False,False,True,False,False,False,False,False,False,True,False,0.20253164556962025,0.34287196334399583,0.11363906144897717,0.0,0.0,0.11036278735632184,False,False,True
True,True,False,False,False,False,False,False,False,False,True,False,True,False,0.08860759493670886,0.0,0.0,0.0,0.0,0.0,True,False,False
False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.45569620253164556,0.0,0.0,0.06886155330438977,0.0018141503729086877,0.0,False,True,False
False,False,False,True,False,False,False,True,False,False,False,False,False,True,0.3291139240506329,0.003976830638886488,0.012463894274522219,0.2779787747226242,0.0,0.0043552442528735635,False,True,False
False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.5063291139240507,0.03570502291000259,0.020337910022553713,0.000120598166907863,0.0,0.0,False,True,False
True,True,False,False,False,False,False,False,False,False,True,False,False,True,0.3670886075949367,0.0,0.0,0.0,0.0,0.0,True,False,False
True,False,False,True,False,False,False,False,False,True,False,False,False,True,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,True,False,False
False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.2911392405063291,0.032679173510849834,0.01590630316939026,0.0,0.0,0.022853807471264368,False,True,False
False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False
False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.37974683544303794,0.0,0.3502947809915721,0.7366136034732272,0.0014613989115097763,0.15818067528735633,False,False,True
False,True,False,False,False,False,False,False,True,False,False,False,True,False,0.7088607594936709,0.0,0.0017409884065999288,0.0027737578388808493,0.03643418665591615,0.0,False,True,False
True,False,True,False,False,True,False,False,False,False,False,False,True,False,0.45569620253164556,0.0,0.0,0.0,0.0,0.0,True,False,False
True,False,True,False,False,True,False,False,False,False,False,False,True,False,0.7088607594936709,0.0,0.0,0.0,0.0,0.0,True,False,False
False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.24050632911392406,0.0027664908792253825,0.0,0.06283164495899662,0.0,0.01001257183908046,False,True,False
True,True,False,False,False,False,False,False,False,False,True,False,True,False,0.49367088607594933,0.0,0.0,0.0,0.0,0.0,True,False,False
False,False,False,True,False,False,False,False,False,True,False,False,True,False,0.4810126582278481,0.0001729056799515864,0.0010287658766272307,0.017848528702363725,0.06112678895383995,0.0,False,True,False
True,False,False,True,False,False,False,False,False,True,False,False,True,False,0.35443037974683544,0.0,0.0,0.0,0.0,0.0,True,False,False
False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.4430379746835443,0.0,0.01831994618763107,0.0,0.07569038500302358,0.02626616379310345,False,True,False
False,True,False,False,False,False,False,False,True,False,False,False,False,True,0.3291139240506329,0.07192876285985994,0.0,0.0,0.0010582543841967345,0.006106321839080459,False,True,False
False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.3924050632911392,0.0,0.0,0.08502170767004343,0.0,0.0,False,True,False
False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.4810126582278481,0.0,0.0001187037549954497,0.0,0.038097157831082445,0.0,False,True,False
False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.34177215189873417,0.0,0.0004352471016499822,0.0,0.0,0.05262212643678161,False,True,False
True,False,False,True,False,False,False,False,False,True,False,False,True,False,0.37974683544303794,0.0,0.0,0.0,0.0,0.0,True,False,False
False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.27848101265822783,0.0,0.03054643295216239,0.0,0.0,0.0,False,True,False
True,False,True,False,False,False,True,False,False,False,False,False,False,True,0.3670886075949367,0.0,0.0,0.0,0.0,0.0,True,False,False
True,True,False,False,False,False,False,False,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False
True,True,False,False,False,False,False,False,False,False,True,False,True,False,0.10126582278481013,0.0,0.0,0.0,0.0,0.0,True,False,False
True,True,False,False,False,False,False,False,False,False,True,False,True,False,0.0379746835443038,0.0,0.0,0.0,0.0,0.0,True,False,False
True,True,False,False,False,False,False,False,False,False,True,False,True,False,0.34177215189873417,0.0,0.0,0.0,0.0,0.0,True,False,False
False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.11392405063291139,0.0,0.0,0.0,0.0,0.0,True,False,False
False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.3670886075949367,0.03129592807123714,0.0005935187749772485,0.0,0.0,0.020204741379310345,False,True,False
False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.22784810126582278,0.06535834702169967,0.004589878526490721,0.0,5.0393065914130216e-05,0.0026041666666666665,False,True,False
False,False,False,True,False,False,False,False,True,False,False,False,True,False,0.27848101265822783,0.017031209475231263,0.0,0.14170284611673903,0.0,0.0,False,True,False
False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.3037974683544304,0.0005187170398547592,0.0004352471016499822,0.16931982633863965,0.0,0.0,False,True,False
True,False,False,True,False,False,False,False,False,True,False,False,False,True,0.31645569620253167,0.0,0.0,0.0,0.0,0.0,True,False,False
False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.45569620253164556,0.022564191233682026,0.0,0.02484322238301978,0.02343277565007055,0.0,False,True,False
True,False,True,False,False,False,True,False,False,False,False,False,True,False,0.17721518987341772,0.0,0.0,0.0,0.0,0.0,True,False,False
True,False,True,False,False,False,True,False,False,False,False,False,True,False,0.3037974683544304,0.0,0.0,0.0,0.0,0.0,True,False,False
False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.3291139240506329,0.0,0.010881177541249556,0.0,0.23039709735940334,0.007318606321839081,False,False,True
False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.3670886075949367,0.14428978991959887,7.913583666363313e-05,0.029184756391702846,0.007810925216690184,0.0,False,True,False
False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.5063291139240507,0.003803924958934901,0.0,0.0681379643029426,0.0,0.0008081896551724138,False,True,False
False,False,True,False,False,True,False,False,False,False,False,False,True,False,0.45569620253164556,0.0028529437192011758,0.0,0.0,0.6433682725257005,0.05356501436781609,False,False,True
False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.5822784810126582,0.061986686262643725,0.02041704585921735,0.000482392667631452,0.00010078613182826043,0.10950969827586207,False,False,True
False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.5316455696202531,0.4116884239647272,0.0007913583666363314,0.0,0.00020157226365652087,0.0018408764367816091,False,False,True
True,True,False,False,False,False,False,False,False,False,True,False,True,False,0.2911392405063291,0.0,0.0,0.0,0.0,0.0,True,False,False
False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.24050632911392406,0.06406155442206277,0.0004748150199817988,0.000120598166907863,0.0,0.0,False,True,False
False,False,True,False,False,False,False,True,False,False,False,False,False,True,0.31645569620253167,0.0002593585199273796,0.1516638309658529,0.9766039556198746,0.07715178391453337,0.0,False,False,True
True,True,False,False,False,False,False,False,False,False,False,False,False,False,0.27848101265822783,0.0,0.0,0.0,0.0,0.0,True,False,False
True,False,True,False,False,True,False,False,False,False,False,False,False,True,0.4430379746835443,0.0,0.0,0.0,0.0,0.0,True,False,False
False,False,True,False,False,True,False,False,False,False,False,False,False,True,0.49367088607594933,0.0,1.0,0.0,0.0006551098568836928,0.07695761494252873,False,False,True
True,False,True,False,False,True,False,False,False,False,False,False,False,True,0.5316455696202531,0.0,0.0,0.0,0.0,0.0,True,False,False
False,False,True,False,False,True,False,False,False,False,False,False,False,True,0.4430379746835443,0.0,0.057056938234479486,0.0,0.09136262850231808,0.28910739942528735,False,False,True
True,True,False,False,False,False,False,False,False,True,False,False,True,False,0.3670886075949367,0.0,0.0,0.0,0.0,0.0,True,False,False
False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.25316455696202533,0.06795193222097345,0.0,0.0,0.0,0.0,False,True,False
True,True,False,False,False,False,False,False,False,False,True,False,True,False,0.31645569620253167,0.0,0.0,0.0,0.0,0.0,True,False,False
True,False,False,True,False,False,False,False,False,True,False,False,True,False,0.45569620253164556,0.0,0.0,0.0,0.0,0.0,True,False,False
False,False,False,True,False,False,False,True,False,False,False,False,True,False,0.49367088607594933,0.22097345897812742,0.0,0.002653159671972986,0.0,0.0,False,True,False
True,False,True,False,False,False,False,True,False,False,False,False,True,False,0.2911392405063291,0.0,0.0,0.0,0.0,0.0,True,False,False
True,False,True,False,False,False,False,True,False,False,False,False,True,False,0.24050632911392406,0.0,0.0,0.0,0.0,0.0,True,False,False
False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.6329113924050633,0.0,0.0,0.009406657018813314,0.03784519250151179,0.003502155172413793,False,True,False
False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.5189873417721519,0.0,0.0,0.08779546550892427,0.0,0.0,False,True,False
False,False,False,True,False,False,False,False,False,True,False,False,True,False,0.24050632911392406,8.64528399757932e-05,0.0,0.3423781958514231,0.004283410602701068,0.0,False,False,True
False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.25316455696202533,0.016080228235497537,0.0,0.0,0.03033662568030639,0.004489942528735632,False,True,False
True,False,True,False,False,True,False,False,False,False,False,False,False,True,0.24050632911392406,0.0,0.0,0.0,0.0,0.0,True,False,False
True,False,True,False,False,True,False,False,False,False,False,False,False,True,0.4810126582278481,0.0,0.0,0.0,0.0,0.0,True,False,False
False,False,True,False,False,True,False,False,False,False,False,False,False,True,0.4050632911392405,0.1158468055675629,0.0,0.0,0.42919774239064706,0.05639367816091954,False,False,True
False,False,False,True,False,False,False,False,True,False,False,False,True,False,0.5569620253164557,0.06017117662315207,0.0,0.055716353111432707,0.00231808103204999,0.004220545977011494,False,True,False
False,False,False,True,False,False,False,False,False,True,False,False,True,False,0.22784810126582278,0.1333102792426731,0.0,0.016642547033285094,0.0,0.0,False,True,False
False,False,False,True,False,False,False,False,False,True,False,False,True,False,0.620253164556962,0.009336906717385665,0.0,0.004944524843222383,0.07861318282604314,0.0,False,True,False
False,False,False,True,False,False,False,False,True,False,False,False,True,False,0.2911392405063291,0.27543874816287717,0.0,0.0,0.00010078613182826043,0.0,False,False,True
False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.3924050632911392,0.003544566439007521,0.013215684722826733,0.000120598166907863,0.0031243700866760734,0.02173132183908046,False,True,False
False,False,False,True,False,False,False,True,False,False,False,False,True,False,0.6962025316455696,0.09112129333448604,0.0,0.000241196333815726,0.0,4.489942528735632e-05,False,True,False
False,False,False,True,False,False,False,False,False,True,False,False,True,False,0.7594936708860759,0.005187170398547592,0.0,0.846840328027014,0.0,0.0,False,False,True
True,False,False,True,False,False,False,False,False,True,False,False,True,False,0.25316455696202533,0.0,0.0,0.0,0.0,0.0,True,False,False
False,False,False,True,False,False,False,False,True,False,False,False,True,False,0.43037974683544306,0.026022304832713755,0.0,0.009527255185721178,0.04631122757508567,0.0,False,True,False
False,False,False,True,False,False,False,False,True,False,False,False,False,True,0.17721518987341772,0.010633699317022564,0.0,0.0,0.0975609756097561,0.0009877873563218392,False,True,False
True,False,False,True,False,False,False,False,True,False,False,False,False,True,0.3291139240506329,0.0,0.0,0.0,0.0,0.0,True,False,False
False,False,True,False,False,True,False,False,False,False,False,False,False,True,0.24050632911392406,0.0,0.0034028409765362246,0.0,0.01854464825639992,0.1820671695402299,False,False,True
True,False,True,False,False,True,False,False,False,False,False,False,False,True,0.31645569620253167,0.0,0.0,0.0,0.0,0.0,True,False,False
False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.5316455696202531,0.008472378317627734,0.0003956791833181657,0.0,0.03089094940536182,0.0,False,True,False
False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.22784810126582278,0.01832800207486816,0.02682704862897163,0.0014471780028943561,0.0,0.0,False,True,False
False,False,False,True,False,False,False,False,True,False,False,False,True,False,0.6329113924050633,0.0,0.0,0.15665701881331404,0.0,0.0,False,True,False
False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.3291139240506329,0.0,0.0,0.0,0.0543741181213465,0.012616738505747127,False,True,False
True,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5949367088607594,0.0,0.0,0.0,0.0,0.0,True,False,False
False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.4430379746835443,0.0,0.024809084794048985,0.0,0.0022172949002217295,0.0,False,True,False
False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.7341772151898734,0.006311057318232904,0.0,0.05089242643511819,0.049284418464019354,0.0,False,True,False
False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.25316455696202533,0.032506267830898244,0.0,0.029184756391702846,5.0393065914130216e-05,0.0,False,True,False
False,False,True,False,False,False,False,True,False,False,False,False,True,False,0.35443037974683544,0.00043226419987896605,0.4569698888141495,0.015918958031837918,0.25025196532957067,0.023527298850574713,False,False,True
True,True,False,False,False,False,False,False,False,False,True,False,True,False,0.1518987341772152,0.0,0.0,0.0,0.0,0.0,True,False,False
False,True,False,False,False,False,False,False,True,False,False,False,True,False,0.25316455696202533,0.0,0.0,0.0,0.0005039306591413022,0.0,False,True,False
True,True,False,False,False,False,False,False,False,False,True,False,True,False,0.27848101265822783,0.0,0.0,0.0,0.0,0.0,True,False,False
False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.3924050632911392,0.0,0.0013453092232817631,0.009768451519536904,0.0,0.027298850574712645,False,True,False
True,True,False,False,False,False,False,False,False,False,True,False,True,False,0.3037974683544304,0.0,0.0,0.0,0.0,0.0,True,False,False
False,False,False,True,False,False,False,False,True,False,False,False,True,False,0.21518987341772153,0.0891328780150428,0.0,0.12373371924746744,0.002116508768393469,0.0,False,True,False
True,False,False,True,False,False,False,False,False,True,False,False,True,False,0.35443037974683544,0.0,0.0,0.0,0.0,0.0,True,False,False
True,True,False,False,False,False,False,False,False,False,False,False,False,False,0.22784810126582278,0.0,0.0,0.0,0.0,0.0,True,False,False
False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.6075949367088608,0.0,0.029873778340521507,0.0,0.0,0.0,False,True,False
False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.4810126582278481,0.0002593585199273796,0.04953903375143434,0.000120598166907863,0.0,0.0,False,True,False
True,False,True,False,False,True,False,False,False,False,False,False,True,False,0.4177215189873418,0.0,0.0,0.0,0.0,0.0,True,False,False
True,True,False,False,False,False,False,False,False,False,True,False,True,False,0.25316455696202533,0.0,0.0,0.0,0.0,0.0,True,False,False
False,False,False,True,False,False,False,False,True,False,False,False,False,True,0.27848101265822783,0.0,0.0,0.0,0.0,0.0,True,False,False
False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.6582278481012658,0.03077721103138238,0.0013453092232817631,0.03473227206946455,0.0,0.005567528735632184,False,True,False
False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.18987341772151897,0.055156911904556065,0.0,0.000844187168355041,0.0,0.0,False,True,False
False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.31645569620253167,0.0008645283997579321,7.913583666363313e-05,0.09105161601543657,0.0,0.0004040948275862069,False,True,False
True,True,False,False,False,False,False,False,False,False,True,False,True,False,0.17721518987341772,0.0,0.0,0.0,0.0,0.0,True,False,False
True,True,False,False,False,False,False,False,False,False,True,False,True,False,0.35443037974683544,0.0,0.0,0.0,0.0,0.0,True,False,False
False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.20253164556962025,0.12060171176623152,0.0,0.0,0.0010582543841967345,0.0234375,False,True,False
False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.6075949367088608,8.64528399757932e-05,0.0,0.03123492522913652,0.015521064301552107,0.020204741379310345,False,True,False
False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.45569620253164556,0.0,0.002730186364895343,0.0,0.0,0.03573994252873563,False,True,False
False,True,False,False,False,False,False,False,True,False,False,False,True,False,0.24050632911392406,0.0,0.002928025956554426,0.07356488181379643,0.0,0.0,False,True,False
True,True,False,False,False,False,False,False,False,False,True,False,True,False,0.5443037974683544,0.0,0.0,0.0,0.0,0.0,True,False,False
True,False,True,False,False,False,True,False,False,False,False,False,True,False,0.4050632911392405,0.0,0.0,0.0,0.0,0.0,True,False,False
False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.6835443037974683,0.0,0.0003165433466545325,0.5295465508924264,0.24601894779278372,0.00031429597701149425,False,False,True
False,False,True,False,True,False,False,False,False,False,False,False,False,True,0.4177215189873418,0.0,0.04075495588177106,0.0,0.17587180004031444,0.26185344827586204,False,False,True
True,False,True,False,True,False,False,False,False,False,False,False,False,True,0.26582278481012656,0.0,0.0,0.0,0.0,0.0,True,False,False
False,False,True,False,True,False,False,False,False,False,False,False,False,True,0.4177215189873418,0.001988415319443244,0.0,0.08888084901109504,0.024843781495666198,0.06164691091954023,False,True,False
True,False,True,False,True,False,False,False,False,False,False,False,False,True,0.35443037974683544,0.0,0.0,0.0,0.0,0.0,True,False,False
False,False,True,False,True,False,False,False,False,False,False,False,False,True,0.2911392405063291,0.0,0.058085704111106716,0.0,0.03547671840354767,0.05356501436781609,False,False,True
False,False,True,False,True,False,False,False,False,False,False,False,False,True,0.3291139240506329,0.0006916227198063456,0.00265105052823171,0.0,0.019804474904253175,0.08867636494252873,False,True,False
True,False,False,True,False,False,False,False,False,True,False,False,True,False,0.5189873417721519,0.0,0.0,0.0,0.0,0.0,True,False,False
True,True,False,False,False,False,False,False,False,False,True,False,True,False,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,True,False,False
True,True,False,False,False,False,False,False,False,False,True,False,True,False,0.26582278481012656,0.0,0.0,0.0,0.0,0.0,True,False,False
False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.8860759493670886,0.011238869196853116,0.0,0.15038591413410518,0.0,0.00013469827586206896,False,True,False
False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.25316455696202533,0.0,0.06742373283741543,0.00036179450072358903,0.0,0.0,False,True,False
False,True,False,False,False,False,False,False,True,False,False,False,False,True,0.3924050632911392,0.023601625313391543,0.02856803703557156,0.000120598166907863,0.0,0.0,False,True,False
False,True,False,False,False,False,False,False,True,False,False,False,False,True,0.10126582278481013,0.0,0.0,0.0,0.0,0.0,True,False,False
True,True,False,False,False,False,False,False,True,False,False,False,False,True,0.06329113924050633,0.0,0.0,0.0,0.0,0.0,True,False,False
False,False,False,True,False,False,False,False,False,True,False,False,True,False,0.569620253164557,0.024898417913028444,0.0,0.11239749155812832,0.00020157226365652087,0.0,False,True,False
False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.46835443037974683,0.06319702602230483,0.0,0.062349252291365176,0.0025196532957065107,0.0,False,True,False
True,True,False,False,False,False,False,False,False,False,True,False,False,True,0.3037974683544304,0.0,0.0,0.0,0.0,0.0,True,False,False
False,False,True,False,False,False,False,True,False,False,False,False,False,True,0.6962025316455696,0.0,0.02128754006251731,0.0,0.0003023583954847813,0.23742816091954022,False,False,True
False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.22784810126582278,0.0,0.009931547501285958,0.0,0.0,0.024829382183908046,False,True,False
False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.45569620253164556,0.0005187170398547592,0.0,0.0,0.039457770610763956,0.0,False,True,False
False,False,False,True,False,False,False,True,False,False,False,False,False,True,0.7468354430379747,0.145067865479381,0.0,0.0,0.0,0.0,False,True,False
True,True,False,False,False,False,False,False,False,False,True,False,True,False,0.7721518987341772,0.0,0.0,0.0,0.0,0.0,True,False,False
