PassengerId,HomePlanet,Earth,Europa,Mars,CryoSleep,Cabin_deck,Cabin_deck_A,Cabin_deck_B,Cabin_deck_C,Cabin_deck_D,Cabin_deck_E,Cabin_deck_F,Cabin_deck_G,Cabin_deck_T,Cabin_num,Cabin_side,Cabin_side_P,Cabin_side_S,Destination,55 Cancri e,PSO J318.5-22,TRAPPIST-1e,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Total_spending,First_Name,Last_Name,First_Name_le,Last_Name_le,Transported
0020_01,Earth,True,False,False,True,E,False,False,False,False,True,False,False,False,0,S,False,True,TRAPPIST-1e,False,False,True,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Almary,Brantuarez,122,238,False
0020_02,Earth,True,False,False,True,E,False,False,False,False,True,False,False,False,0,S,False,True,55 Cancri e,True,False,False,49.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Glendy,Brantuarez,1079,238,False
0020_03,Earth,True,False,False,True,E,False,False,False,False,True,False,False,False,0,S,False,True,55 Cancri e,True,False,False,29.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Mollen,Mcfaddennon,1765,1262,False
0020_04,Earth,True,False,False,False,E,False,False,False,False,True,False,False,False,0,S,False,True,TRAPPIST-1e,False,False,True,10.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Breney,Jacostanley,449,1082,True
0020_05,Earth,True,False,False,True,E,False,False,False,False,True,False,False,False,0,S,False,True,PSO J318.5-22,False,True,False,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Mael,Brantuarez,1611,238,False
0020_06,Earth,True,False,False,False,E,False,False,False,False,True,False,False,False,0,S,False,True,TRAPPIST-1e,False,False,True,7.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Terta,Mcfaddennon,2432,1262,False
0022_01,Mars,False,False,True,False,D,False,False,False,True,False,False,False,False,0,P,True,False,TRAPPIST-1e,False,False,True,21.0,False,980.0,2.0,69.0,0.0,0.0,1051.0,,,2706,2217,False
0024_01,Europa,False,True,False,True,C,False,False,True,False,False,False,False,False,2,S,False,True,TRAPPIST-1e,False,False,True,62.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Penton,Fullided,1936,797,True
0025_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,6,S,False,True,TRAPPIST-1e,False,False,True,15.0,False,0.0,225.0,0.0,998.0,0.0,1223.0,Karard,Brookenson,1428,257,False
0026_01,Europa,False,True,False,False,C,False,False,True,False,False,False,False,False,0,P,True,False,55 Cancri e,True,False,False,34.0,False,22.0,6073.0,0.0,1438.0,328.0,7861.0,Anyoni,Unconary,224,2066,False
0028_01,Mars,False,False,True,False,F,False,False,False,False,False,True,False,False,8,P,True,False,TRAPPIST-1e,False,False,True,43.0,False,1125.0,0.0,136.0,48.0,0.0,1309.0,Ceros,Mare,535,1236,False
0030_01,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,4,S,False,True,TRAPPIST-1e,False,False,True,32.0,False,0.0,850.0,81.0,437.0,453.0,1821.0,Ginia,Morsentley,1075,1369,False
0031_01,Mars,False,False,True,False,F,False,False,False,False,False,True,False,False,9,P,True,False,TRAPPIST-1e,False,False,True,47.0,False,214.0,0.0,1411.0,0.0,1229.0,2854.0,Coobix,Datie,638,541,True
0031_02,Mars,False,False,True,False,F,False,False,False,False,False,True,False,False,9,P,True,False,TRAPPIST-1e,False,False,True,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Cinets,Datie,593,541,True
0031_03,Mars,False,False,True,False,F,False,False,False,False,False,True,False,False,9,P,True,False,TRAPPIST-1e,False,False,True,20.0,False,0.0,0.0,1750.0,990.0,0.0,2740.0,Dontch,Datie,779,541,True
0034_01,Europa,False,True,False,True,D,False,False,False,True,False,False,False,False,1,S,False,True,55 Cancri e,True,False,False,28.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Ziba,Oingwhedly,2694,1439,True
0035_01,Mars,False,False,True,False,D,False,False,False,True,False,False,False,False,1,P,True,False,55 Cancri e,True,False,False,23.0,False,784.0,964.0,0.0,951.0,0.0,2699.0,Luse,Butte,1588,306,False
0036_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,8,S,False,True,55 Cancri e,True,False,False,15.0,False,0.0,492.0,48.0,20.0,401.0,961.0,Marina,Leodger,1647,1187,False
0038_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,10,S,False,True,55 Cancri e,True,False,False,20.0,False,554.0,195.0,0.0,2606.0,0.0,3355.0,Loise,Wheelez,1560,2164,False
0039_01,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,1,P,True,False,55 Cancri e,True,False,False,30.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Jorgie,Batthewitt,1397,139,False
0041_01,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,2,P,True,False,TRAPPIST-1e,False,False,True,17.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Margia,Moodsey,1640,1353,True
0043_01,Europa,False,True,False,False,B,False,True,False,False,False,False,False,False,3,P,True,False,TRAPPIST-1e,False,False,True,45.0,False,0.0,164.0,45.0,2511.0,855.0,3575.0,Ankalik,Cylistrand,203,534,False
0044_01,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,3,P,True,False,TRAPPIST-1e,False,False,True,55.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Jodye,Coopelandez,1384,479,False
0044_02,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,3,P,True,False,55 Cancri e,True,False,False,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Kayne,Coopelandez,1443,479,True
0044_03,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,3,P,True,False,PSO J318.5-22,False,True,False,21.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Cassa,Coopelandez,513,479,True
0045_01,Mars,False,False,True,False,F,False,False,False,False,False,True,False,False,10,P,True,False,TRAPPIST-1e,False,False,True,21.0,False,970.0,0.0,180.0,0.0,64.0,1214.0,Zelowl,Chmad,2692,391,False
0045_02,Mars,False,False,True,True,F,False,False,False,False,False,True,False,False,10,P,True,False,TRAPPIST-1e,False,False,True,19.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Mass,Chmad,1666,391,True
0050_01,Earth,True,False,False,False,E,False,False,False,False,True,False,False,False,1,S,False,True,55 Cancri e,True,False,False,35.0,False,790.0,0.0,0.0,0.0,0.0,790.0,Sony,Lancis,2284,1170,False
0051_01,Earth,True,False,False,False,E,False,False,False,False,True,False,False,False,2,S,False,True,TRAPPIST-1e,False,False,True,56.0,False,0.0,112.0,0.0,1379.0,127.0,1618.0,Vivia,Johnshines,2560,1096,False
0052_01,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,6,S,False,True,TRAPPIST-1e,False,False,True,28.82793046746535,False,4.0,0.0,2.0,4683.0,0.0,4689.0,Elaney,Hubbarton,846,1024,False
0053_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,11,S,False,True,TRAPPIST-1e,False,False,True,25.0,False,0.0,0.0,1938.0,0.0,1.0,1939.0,Elson,Hickerson,887,970,True
0056_01,Europa,False,True,False,False,A,True,False,False,False,False,False,False,False,1,S,False,True,TRAPPIST-1e,False,False,True,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Okulas,Tractive,1885,2042,True
0056_02,Europa,False,True,False,True,A,True,False,False,False,False,False,False,False,1,S,False,True,TRAPPIST-1e,False,False,True,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Instab,Tractive,1293,2042,True
0056_03,Europa,False,True,False,False,A,True,False,False,False,False,False,False,False,1,S,False,True,TRAPPIST-1e,False,False,True,27.0,False,279.0,605.0,3374.0,286.0,3.0,4547.0,Zinoces,Tractive,2697,2042,True
0058_01,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,7,S,False,True,PSO J318.5-22,False,True,False,36.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Warry,Ayalazquez,2584,82,False
0061_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,12,S,False,True,TRAPPIST-1e,False,False,True,22.0,False,45.0,1096.0,148.0,1377.0,1.0,2667.0,Shanya,Salez,2231,1771,False
0062_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,13,S,False,True,TRAPPIST-1e,False,False,True,62.0,False,0.0,592.0,0.0,17.0,25.0,634.0,Sterry,Greeves,2316,886,False
0064_01,Mars,False,False,True,True,F,False,False,False,False,False,True,False,False,14,S,False,True,TRAPPIST-1e,False,False,True,15.0,False,0.0,0.0,0.0,0.0,0.0,0.0,,,2706,2217,True
0064_02,Earth,True,False,False,True,E,False,False,False,False,True,False,False,False,3,S,False,True,TRAPPIST-1e,False,False,True,33.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Colatz,Keen,626,1113,True
0066_01,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,6,P,True,False,TRAPPIST-1e,False,False,True,62.0,False,1.0,153.0,197.0,0.0,460.0,811.0,Diandy,Pecketton,748,1507,False
0067_01,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,10,S,False,True,PSO J318.5-22,False,True,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Ninaha,Leeves,1855,1185,True
0067_02,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,10,S,False,True,TRAPPIST-1e,False,False,True,18.0,False,1.0,258.0,446.0,0.0,0.0,705.0,Celine,Leeves,528,1185,True
0067_03,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,15,S,False,True,55 Cancri e,True,False,False,21.0,False,1946.0,37.0,0.0,0.0,24.0,2007.0,Velyne,Leeves,2542,1185,False
0068_01,Mars,False,False,True,False,E,False,False,False,False,True,False,False,False,4,S,False,True,TRAPPIST-1e,False,False,True,28.82793046746535,False,793.0,0.0,2.0,253.0,0.0,1048.0,Cinst,Binie,598,174,False
0069_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,16,S,False,True,TRAPPIST-1e,False,False,True,42.0,False,887.0,0.0,9.0,6.0,0.0,902.0,,,2706,2217,True
0070_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,13,P,True,False,TRAPPIST-1e,False,False,True,19.0,False,190.0,0.0,5.0,1.0,726.0,922.0,Meremy,Brighttt,1706,251,False
0071_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,14,P,True,False,TRAPPIST-1e,False,False,True,17.0,False,16.0,2165.0,0.0,0.0,52.0,2233.0,Nelly,Dillines,1835,584,False
0072_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,17,S,False,True,TRAPPIST-1e,False,False,True,14.0,False,0.0,1.0,0.0,0.0,1063.0,1064.0,Thell,Brantuarez,2445,238,False
0073_01,Mars,False,False,True,False,D,False,False,False,True,False,False,False,False,3,P,True,False,PSO J318.5-22,False,True,False,37.0,False,46.0,83.0,738.0,0.0,12.0,879.0,Gorn,Make,1112,1225,False
0074_01,Europa,False,True,False,False,C,False,False,True,False,False,False,False,False,3,S,False,True,TRAPPIST-1e,False,False,True,42.0,False,1.0,8397.0,0.0,0.0,506.0,8904.0,Aldibah,Mostedry,67,1371,True
0076_01,Mars,False,False,True,False,F,False,False,False,False,False,True,False,False,18,S,False,True,TRAPPIST-1e,False,False,True,27.0,False,147.0,0.0,1018.0,0.0,0.0,1165.0,Conk,Dal,636,536,True
0077_01,Mars,False,False,True,False,F,False,False,False,False,False,True,False,False,15,P,True,False,TRAPPIST-1e,False,False,True,28.0,False,14.0,0.0,1295.0,0.0,0.0,1309.0,Pon,Blité,1987,198,True
0078_01,Europa,False,True,False,False,C,False,False,True,False,False,False,False,False,4,S,False,True,TRAPPIST-1e,False,False,True,38.0,False,0.0,5840.0,0.0,321.0,9654.0,15815.0,Spuri,Pokerheed,2292,1566,False
0081_01,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,13,S,False,True,TRAPPIST-1e,False,False,True,13.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Dellie,Vinozarks,729,2110,False
0082_01,Mars,False,False,True,False,F,False,False,False,False,False,True,False,False,16,P,True,False,TRAPPIST-1e,False,False,True,42.0,False,7406.0,0.0,0.0,0.0,0.0,7406.0,Totse,Datte,2495,543,False
0082_02,Mars,False,False,True,True,F,False,False,False,False,False,True,False,False,16,P,True,False,TRAPPIST-1e,False,False,True,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Eaturs,Datte,821,543,True
0082_03,Mars,False,False,True,False,F,False,False,False,False,False,True,False,False,16,P,True,False,TRAPPIST-1e,False,False,True,8.0,False,0.0,0.0,0.0,0.0,0.0,0.0,,,2706,2217,True
0084_01,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,14,S,False,True,TRAPPIST-1e,False,False,True,24.0,False,688.0,0.0,0.0,0.0,17.0,705.0,Coren,Coopezmaney,646,481,True
0085_01,Europa,False,True,False,True,C,False,False,True,False,False,False,False,False,5,S,False,True,TRAPPIST-1e,False,False,True,40.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Furudah,Ellcefulve,1007,642,True
0086_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,17,P,True,False,TRAPPIST-1e,False,False,True,43.0,False,211.0,0.0,0.0,638.0,513.0,1362.0,Jodye,Kinson,1384,1140,False
0088_01,Mars,False,False,True,True,E,False,False,False,False,True,False,False,False,5,S,False,True,PSO J318.5-22,False,True,False,45.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Stmeal,Sacre,2321,1764,True
0090_01,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,15,S,False,True,TRAPPIST-1e,False,False,True,35.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Heremy,Santry,1234,1780,True
0091_01,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,16,S,False,True,TRAPPIST-1e,False,False,True,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Deanne,Yorkland,720,2215,True
0091_02,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,20,S,False,True,TRAPPIST-1e,False,False,True,27.0,False,1.0,697.0,31.0,188.0,0.0,917.0,Tinez,Yorkland,2467,2215,False
0092_01,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,9,P,True,False,TRAPPIST-1e,False,False,True,19.0,False,0.0,0.0,670.0,1.0,34.0,705.0,Gracy,Dunnisey,1120,626,False
0092_02,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,9,P,True,False,TRAPPIST-1e,False,False,True,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Stald,Hewson,2299,969,True
0092_03,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,9,P,True,False,TRAPPIST-1e,False,False,True,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Tiney,Hewson,2466,969,True
0097_01,Europa,False,True,False,False,A,True,False,False,False,False,False,False,False,2,S,False,True,TRAPPIST-1e,False,False,True,54.0,False,0.0,1208.0,0.0,3.0,637.0,1848.0,Alchium,Fictful,55,700,False
0098_01,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,11,P,True,False,TRAPPIST-1e,False,False,True,26.0,False,0.0,856.0,5.0,32.0,0.0,893.0,Doria,Carezquez,788,338,False
0098_02,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,11,P,True,False,TRAPPIST-1e,False,False,True,26.0,False,0.0,2811.0,957.0,0.0,87.0,3855.0,Leence,Carezquez,1509,338,True
0099_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,19,P,True,False,PSO J318.5-22,False,True,False,23.0,False,311.0,427.0,526.0,37.0,0.0,1301.0,Aliey,Leetersoney,99,1184,False
0099_02,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,12,P,True,False,TRAPPIST-1e,False,False,True,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Thewis,Connelson,2453,468,True
0101_01,Mars,False,False,True,True,G,False,False,False,False,False,False,True,False,734,S,False,True,TRAPPIST-1e,False,False,True,31.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Book,Trad,423,2043,True
0102_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,23,S,False,True,TRAPPIST-1e,False,False,True,18.0,False,0.0,0.0,0.0,830.0,91.0,921.0,Ritany,Holson,2102,990,False
0103_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,24,S,False,True,TRAPPIST-1e,False,False,True,24.0,False,0.0,0.0,0.0,0.0,17.0,17.0,Arlen,Mclainez,248,1276,True
0103_02,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,18,S,False,True,55 Cancri e,True,False,False,9.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Shaele,Mclainez,2218,1276,True
0103_03,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,18,S,False,True,TRAPPIST-1e,False,False,True,6.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Fanne,Mclainez,950,1276,False
0105_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,21,P,True,False,TRAPPIST-1e,False,False,True,27.0,False,0.0,0.0,570.0,2.0,131.0,703.0,Carry,Cleachrand,507,410,False
0107_01,Mars,False,False,True,False,D,False,False,False,True,False,False,False,False,2,S,False,True,TRAPPIST-1e,False,False,True,21.0,False,1743.0,5.0,17.0,0.0,0.0,1765.0,Coobix,Hart,638,929,False
0108_01,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,19,S,False,True,TRAPPIST-1e,False,False,True,23.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Natald,Handertiz,1826,914,False
0108_02,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,19,S,False,True,TRAPPIST-1e,False,False,True,31.0,False,562.0,0.0,326.0,0.0,0.0,888.0,,,2706,2217,False
0108_03,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,19,S,False,True,TRAPPIST-1e,False,False,True,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Oline,Handertiz,1889,914,True
0110_01,Europa,False,True,False,False,G,False,False,False,False,False,False,True,False,734,S,False,True,TRAPPIST-1e,False,False,True,32.0,False,0.0,410.0,6.0,3929.0,764.0,5109.0,Graviph,Aloubtled,1136,26,False
0110_02,Europa,False,True,False,False,B,False,True,False,False,False,False,False,False,5,P,True,False,TRAPPIST-1e,False,False,True,40.0,False,0.0,331.0,0.0,0.0,1687.0,2018.0,Aldeba,Bootious,62,212,False
0110_03,Europa,False,True,False,False,B,False,True,False,False,False,False,False,False,5,P,True,False,TRAPPIST-1e,False,False,True,42.0,False,2209.0,11418.0,0.0,1868.0,445.0,15940.0,Alaratz,Aloubtled,36,26,True
0110_04,Europa,False,True,False,True,B,False,True,False,False,False,False,False,False,5,P,True,False,TRAPPIST-1e,False,False,True,28.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Izark,Aloubtled,1315,26,True
0111_01,Europa,False,True,False,True,E,False,False,False,False,True,False,False,False,6,S,False,True,TRAPPIST-1e,False,False,True,29.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Aldera,Supred,64,1984,True
0112_01,Europa,False,True,False,False,B,False,True,False,False,False,False,False,False,1,S,False,True,55 Cancri e,True,False,False,48.0,True,0.0,2537.0,87.0,17.0,13.0,2654.0,Moth,Cowtale,1786,498,True
0113_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,23,P,True,False,TRAPPIST-1e,False,False,True,64.0,False,0.0,0.0,804.0,0.0,0.0,804.0,Idary,Carvis,1285,353,True
0114_01,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,20,S,False,True,TRAPPIST-1e,False,False,True,27.0,False,82.0,157.0,429.0,238.0,1.0,907.0,Maura,Beckerson,1672,151,False
0115_01,Mars,False,False,True,False,F,False,False,False,False,False,True,False,False,24,P,True,False,TRAPPIST-1e,False,False,True,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Rohs,Pead,2107,1500,True
0116_01,Europa,False,True,False,False,D,False,False,False,True,False,False,False,False,4,P,True,False,TRAPPIST-1e,False,False,True,33.0,False,1.0,2223.0,0.0,12.0,404.0,2640.0,Alhenah,Suptive,93,1987,True
0119_01,Earth,True,False,False,False,A,True,False,False,False,False,False,False,False,0,P,True,False,TRAPPIST-1e,False,False,True,39.0,False,0.0,2344.0,0.0,65.0,6898.0,9307.0,Batan,Coning,330,465,False
0119_02,Europa,False,True,False,True,A,True,False,False,False,False,False,False,False,0,P,True,False,TRAPPIST-1e,False,False,True,13.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Kleeiak,Coning,1471,465,True
0120_01,Mars,False,False,True,True,F,False,False,False,False,False,True,False,False,25,P,True,False,TRAPPIST-1e,False,False,True,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Bees,Sacre,349,1764,True
0122_01,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,21,S,False,True,TRAPPIST-1e,False,False,True,29.0,False,0.0,0.0,0.0,699.0,74.0,773.0,Shelle,Hayder,2240,938,False
0123_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,27,P,True,False,TRAPPIST-1e,False,False,True,18.0,False,55.0,597.0,49.0,0.0,1.0,702.0,Iree,Fielson,1300,702,False
0126_01,Mars,False,False,True,True,F,False,False,False,False,False,True,False,False,27,S,False,True,TRAPPIST-1e,False,False,True,67.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Milly,Mish,1729,1333,True
0127_01,Mars,False,False,True,False,E,False,False,False,False,True,False,False,False,7,S,False,True,TRAPPIST-1e,False,False,True,35.0,False,701.0,0.0,296.0,0.0,25.0,1022.0,Miloss,Mesty,1730,1311,False
0128_01,Mars,False,False,True,False,D,False,False,False,True,False,False,False,False,3,S,False,True,TRAPPIST-1e,False,False,True,61.0,True,2353.0,334.0,9.0,316.0,2.0,3014.0,Grohs,Fles,1147,723,False
0128_02,Mars,False,False,True,False,E,False,False,False,False,True,False,False,False,8,S,False,True,TRAPPIST-1e,False,False,True,45.0,False,2103.0,6.0,0.0,0.0,0.0,2109.0,Barave,Fles,324,723,False
0129_01,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,22,S,False,True,PSO J318.5-22,False,True,False,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Race,Fowles,2028,753,True
0133_01,Mars,False,False,True,True,F,False,False,False,False,False,True,False,False,29,S,False,True,TRAPPIST-1e,False,False,True,19.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Flynx,Blie,976,197,True
0133_02,Mars,False,False,True,False,D,False,False,False,True,False,False,False,False,5,S,False,True,TRAPPIST-1e,False,False,True,36.0,False,2738.0,0.0,0.0,0.0,0.0,2738.0,Egrasp,Blie,838,197,False
