PassengerId,HomePlanet,Earth,Europa,Mars,CryoSleep,Cabin_deck,Cabin_deck_A,Cabin_deck_B,Cabin_deck_C,Cabin_deck_D,Cabin_deck_E,Cabin_deck_F,Cabin_deck_G,Cabin_deck_T,Cabin_num,Cabin_side,Cabin_side_P,Cabin_side_S,Destination,55 Cancri e,PSO J318.5-22,TRAPPIST-1e,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Total_spending,First_Name,Last_Name,First_Name_le,Last_Name_le,Transported
0008_03,Europa,False,True,False,False,B,False,True,False,False,False,False,False,False,1,P,True,False,55 Cancri e,True,False,False,0.569620253164557,False,0.002722133035527326,0.24469191292389225,0.02507236506044611,0.004908961085326669,0.005138192516471222,0.2266651846500125,Wezena,Flatic,2621,719,True
0009_01,Mars,False,False,True,False,F,False,False,False,False,False,True,False,False,1,P,True,False,TRAPPIST-1e,False,False,True,0.4050632911392405,False,0.005095274656243457,0.0,0.0478035075770475,0.0,0.004682385115816517,0.036374246255592296,Berers,Barne,369,122,True
0010_01,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,1,S,False,True,TRAPPIST-1e,False,False,True,0.6075949367088608,False,0.05018496544984993,3.3542414382987286e-05,0.0027668993699982974,0.0,0.0009944888741557204,0.02248034012282213,Reney,Baketton,2079,97,False
0011_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,2,P,True,False,TRAPPIST-1e,False,False,True,0.35443037974683544,False,0.000558386263697913,0.03267031160902962,0.000510812191384301,8.925383791503035e-05,0.0002900592549620851,0.027871175702336954,Elle,Bertsontry,878,167,True
0012_01,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,734,S,False,True,TRAPPIST-1e,False,False,True,0.3924050632911392,False,0.002233545054791652,0.0,0.03728928997105398,0.0,0.0,0.025231333537110625,Justie,Pooles,1418,1573,False
0014_01,Mars,False,False,True,False,F,False,False,False,False,False,True,False,False,3,P,True,False,55 Cancri e,True,False,False,0.34177215189873417,False,0.08976059188943952,0.004092174554724449,0.0,0.0,0.0,0.03912523966988079,Flats,Eccle,972,636,False
0015_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,4,P,True,False,55 Cancri e,True,False,False,0.3037974683544304,False,0.0,3.3542414382987286e-05,0.0,0.0,0.026395392201549746,0.017728624225414734,Carry,Hughriend,507,1027,False
0016_01,Mars,False,False,True,True,F,False,False,False,False,False,True,False,False,5,P,True,False,TRAPPIST-1e,False,False,True,0.569620253164557,False,0.0,0.0,0.0,0.0,0.0,0.0,Alus,Upead,161,2088,True
0017_01,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,0,P,True,False,TRAPPIST-1e,False,False,True,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Lyde,Brighttt,1596,251,True
0017_02,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,6,P,True,False,55 Cancri e,True,False,False,0.17721518987341772,False,0.02875689258044252,0.0,4.256768261535842e-05,0.0,0.028135747731322255,0.030344290993970045,Philda,Brighttt,1952,251,False
0020_01,Earth,True,False,False,True,E,False,False,False,False,True,False,False,False,0,S,False,True,TRAPPIST-1e,False,False,True,0.012658227848101266,False,0.0,0.0,0.0,0.0,0.0,0.0,Almary,Brantuarez,122,238,False
0020_02,Earth,True,False,False,True,E,False,False,False,False,True,False,False,False,0,S,False,True,55 Cancri e,True,False,False,0.620253164556962,False,0.0,0.0,0.0,0.0,0.0,0.0,Glendy,Brantuarez,1079,238,False
0020_03,Earth,True,False,False,True,E,False,False,False,False,True,False,False,False,0,S,False,True,55 Cancri e,True,False,False,0.3670886075949367,False,0.0,0.0,0.0,0.0,0.0,0.0,Mollen,Mcfaddennon,1765,1262,False
0020_04,Earth,True,False,False,False,E,False,False,False,False,True,False,False,False,0,S,False,True,TRAPPIST-1e,False,False,True,0.12658227848101267,False,0.0,0.0,0.0,0.0,0.0,0.0,Breney,Jacostanley,449,1082,True
0020_05,Earth,True,False,False,True,E,False,False,False,False,True,False,False,False,0,S,False,True,PSO J318.5-22,False,True,False,0.012658227848101266,False,0.0,0.0,0.0,0.0,0.0,0.0,Mael,Brantuarez,1611,238,False
0020_06,Earth,True,False,False,False,E,False,False,False,False,True,False,False,False,0,S,False,True,TRAPPIST-1e,False,False,True,0.08860759493670886,False,0.0,0.0,0.0,0.0,0.0,0.0,Terta,Mcfaddennon,2432,1262,False
0022_01,Mars,False,False,True,False,D,False,False,False,True,False,False,False,False,0,P,True,False,TRAPPIST-1e,False,False,True,0.26582278481012656,False,0.06840231730299434,6.708482876597457e-05,0.002937170100459731,0.0,0.0,0.029204990691082892,,,2706,2217,False
0024_01,Europa,False,True,False,True,C,False,False,True,False,False,False,False,False,2,S,False,True,TRAPPIST-1e,False,False,True,0.7848101265822784,False,0.0,0.0,0.0,0.0,0.0,0.0,Penton,Fullided,1936,797,True
0025_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,6,S,False,True,TRAPPIST-1e,False,False,True,0.18987341772151897,False,0.0,0.00754704323617214,0.0,0.044537665119600146,0.0,0.03398449440075583,Karard,Brookenson,1428,257,False
0026_01,Europa,False,True,False,False,C,False,False,True,False,False,False,False,False,0,P,True,False,55 Cancri e,True,False,False,0.43037974683544306,False,0.0015355622251692607,0.2037030825478818,0.0,0.06417350946090682,0.013591347946794846,0.21843999221941257,Anyoni,Unconary,224,2066,False
0028_01,Mars,False,False,True,False,F,False,False,False,False,False,True,False,False,8,P,True,False,TRAPPIST-1e,False,False,True,0.5443037974683544,False,0.07852306833251901,0.0,0.005789204835688745,0.0021420921099607284,0.0,0.036374246255592296,Ceros,Mare,535,1236,False
0030_01,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,4,S,False,True,TRAPPIST-1e,False,False,True,0.4050632911392405,False,0.0,0.028511052225539193,0.003447982291844032,0.01950196358443413,0.018770977499689222,0.05060160613554895,Ginia,Morsentley,1075,1369,False
0031_01,Mars,False,False,True,False,F,False,False,False,False,False,True,False,False,9,P,True,False,TRAPPIST-1e,False,False,True,0.5949367088607594,False,0.014936832553919173,0.0,0.060063000170270726,0.0,0.05092611776405751,0.07930641620585212,Coobix,Datie,638,541,True
0031_02,Mars,False,False,True,False,F,False,False,False,False,False,True,False,False,9,P,True,False,TRAPPIST-1e,False,False,True,0.02531645569620253,False,0.0,0.0,0.0,0.0,0.0,0.0,Cinets,Datie,593,541,True
0031_03,Mars,False,False,True,False,F,False,False,False,False,False,True,False,False,9,P,True,False,TRAPPIST-1e,False,False,True,0.25316455696202533,False,0.0,0.0,0.07449344457687723,0.044180649767940026,0.0,0.07613860560758051,Dontch,Datie,779,541,True
0034_01,Europa,False,True,False,True,D,False,False,False,True,False,False,False,False,1,S,False,True,55 Cancri e,True,False,False,0.35443037974683544,False,0.0,0.0,0.0,0.0,0.0,0.0,Ziba,Oingwhedly,2694,1439,True
0035_01,Mars,False,False,True,False,D,False,False,False,True,False,False,False,False,1,P,True,False,55 Cancri e,True,False,False,0.2911392405063291,False,0.054721853842395474,0.032334887465199746,0.0,0.04244019992859693,0.0,0.07499930530469336,Luse,Butte,1588,306,False
0036_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,8,S,False,True,55 Cancri e,True,False,False,0.18987341772151897,False,0.0,0.016502867876429746,0.002043248765537204,0.0008925383791503035,0.01661625160568516,0.02670408758718426,Marina,Leodger,1647,1187,False
0038_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,10,S,False,True,55 Cancri e,True,False,False,0.25316455696202533,False,0.03866824876108048,0.006540770804682521,0.0,0.11629775080328454,0.0,0.09322811015088782,Loise,Wheelez,1560,2164,False
0039_01,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,1,P,True,False,55 Cancri e,True,False,False,0.37974683544303794,False,0.0,0.0,0.0,0.0,0.0,0.0,Jorgie,Batthewitt,1397,139,False
0041_01,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,2,P,True,False,TRAPPIST-1e,False,False,True,0.21518987341772153,False,0.0,0.0,0.0,0.0,0.0,0.0,Margia,Moodsey,1640,1353,True
0043_01,Europa,False,True,False,False,B,False,True,False,False,False,False,False,False,3,P,True,False,TRAPPIST-1e,False,False,True,0.569620253164557,False,0.0,0.005500955958809915,0.0019155457176911288,0.1120581935023206,0.03542866614179754,0.09934142884930669,Ankalik,Cylistrand,203,534,False
0044_01,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,3,P,True,False,TRAPPIST-1e,False,False,True,0.6962025316455696,False,0.0,0.0,0.0,0.0,0.0,0.0,Jodye,Coopelandez,1384,479,False
0044_02,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,3,P,True,False,55 Cancri e,True,False,False,0.05063291139240506,False,0.0,0.0,0.0,0.0,0.0,0.0,Kayne,Coopelandez,1443,479,True
0044_03,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,3,P,True,False,PSO J318.5-22,False,True,False,0.26582278481012656,False,0.0,0.0,0.0,0.0,0.0,0.0,Cassa,Coopelandez,513,479,True
0045_01,Mars,False,False,True,False,F,False,False,False,False,False,True,False,False,10,P,True,False,TRAPPIST-1e,False,False,True,0.26582278481012656,False,0.06770433447337196,0.0,0.007662182870764515,0.0,0.002651970331081921,0.03373440409036597,Zelowl,Chmad,2692,391,False
0045_02,Mars,False,False,True,True,F,False,False,False,False,False,True,False,False,10,P,True,False,TRAPPIST-1e,False,False,True,0.24050632911392406,False,0.0,0.0,0.0,0.0,0.0,0.0,Mass,Chmad,1666,391,True
0050_01,Earth,True,False,False,False,E,False,False,False,False,True,False,False,False,1,S,False,True,55 Cancri e,True,False,False,0.4430379746835443,False,0.05514064354016891,0.0,0.0,0.0,0.0,0.021952371689776862,Sony,Lancis,2284,1170,False
0051_01,Earth,True,False,False,False,E,False,False,False,False,True,False,False,False,2,S,False,True,TRAPPIST-1e,False,False,True,0.7088607594936709,False,0.0,0.003756750410894576,0.0,0.061540521242413423,0.005262503625740687,0.04496068024564426,Vivia,Johnshines,2560,1096,False
0052_01,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,6,S,False,True,TRAPPIST-1e,False,False,True,0.3649105122463968,False,0.0002791931318489565,0.0,8.513536523071684e-05,0.20898786147804357,0.0,0.13029705171311862,Elaney,Hubbarton,846,1024,False
0053_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,11,S,False,True,TRAPPIST-1e,False,False,True,0.31645569620253167,False,0.0,0.0,0.08249616890856461,0.0,4.1437036423155016e-05,0.05388056798288271,Elson,Hickerson,887,970,True
0056_01,Europa,False,True,False,False,A,True,False,False,False,False,False,False,False,1,S,False,True,TRAPPIST-1e,False,False,True,0.02531645569620253,False,0.0,0.0,0.0,0.0,0.0,0.0,Okulas,Tractive,1885,2042,True
0056_02,Europa,False,True,False,True,A,True,False,False,False,False,False,False,False,1,S,False,True,TRAPPIST-1e,False,False,True,0.4810126582278481,False,0.0,0.0,0.0,0.0,0.0,0.0,Instab,Tractive,1293,2042,True
0056_03,Europa,False,True,False,False,A,True,False,False,False,False,False,False,False,1,S,False,True,TRAPPIST-1e,False,False,True,0.34177215189873417,False,0.019473720946464716,0.020293160701707308,0.1436233611442193,0.01276329882184934,0.00012431110926946505,0.1263511823714119,Zinoces,Tractive,2697,2042,True
0058_01,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,7,S,False,True,PSO J318.5-22,False,True,False,0.45569620253164556,False,0.0,0.0,0.0,0.0,0.0,0.0,Warry,Ayalazquez,2584,82,False
0061_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,12,S,False,True,TRAPPIST-1e,False,False,True,0.27848101265822783,False,0.003140922733300761,0.03676248616375406,0.006300017027073046,0.0614512674044984,4.1437036423155016e-05,0.07411009531219608,Shanya,Salez,2231,1771,False
0062_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,13,S,False,True,TRAPPIST-1e,False,False,True,0.7848101265822784,False,0.0,0.019857109314728474,0.0,0.000758657622277758,0.0010359259105788754,0.01761747297635257,Sterry,Greeves,2316,886,False
0064_01,Mars,False,False,True,True,F,False,False,False,False,False,True,False,False,14,S,False,True,TRAPPIST-1e,False,False,True,0.18987341772151897,False,0.0,0.0,0.0,0.0,0.0,0.0,,,2706,2217,True
0064_02,Earth,True,False,False,True,E,False,False,False,False,True,False,False,False,3,S,False,True,TRAPPIST-1e,False,False,True,0.4177215189873418,False,0.0,0.0,0.0,0.0,0.0,0.0,Colatz,Keen,626,1113,True
0066_01,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,6,P,True,False,TRAPPIST-1e,False,False,True,0.7848101265822784,False,6.979828296223913e-05,0.005131989400597055,0.008385833475225608,0.0,0.019061036754651307,0.02253591574735321,Diandy,Pecketton,748,1507,False
0067_01,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,10,S,False,True,PSO J318.5-22,False,True,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Ninaha,Leeves,1855,1185,True
0067_02,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,10,S,False,True,TRAPPIST-1e,False,False,True,0.22784810126582278,False,6.979828296223913e-05,0.00865394291081072,0.018985186446449854,0.0,0.0,0.019590407647205935,Celine,Leeves,528,1185,True
0067_03,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,15,S,False,True,55 Cancri e,True,False,False,0.26582278481012656,False,0.13582745864451734,0.0012410693321705296,0.0,0.0,0.0009944888741557204,0.05577013921693945,Velyne,Leeves,2542,1185,False
0068_01,Mars,False,False,True,False,E,False,False,False,False,True,False,False,False,4,S,False,True,TRAPPIST-1e,False,False,True,0.3649105122463968,False,0.055350038389055625,0.0,8.513536523071684e-05,0.01129061049625134,0.0,0.02912162725428627,Cinst,Binie,598,174,False
0069_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,16,S,False,True,TRAPPIST-1e,False,False,True,0.5316455696202531,False,0.06191107698750611,0.0,0.00038310914353822576,0.00026776151374509105,0.0,0.025064606663517383,,,2706,2217,True
0070_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,13,P,True,False,TRAPPIST-1e,False,False,True,0.24050632911392406,False,0.013261673762825435,0.0,0.0002128384130767921,4.4626918957515175e-05,0.03008328844321054,0.025620362908828187,Meremy,Brighttt,1706,251,False
0071_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,14,P,True,False,TRAPPIST-1e,False,False,True,0.21518987341772153,False,0.001116772527395826,0.07261932713916748,0.0,0.0,0.002154725894004061,0.062050184788951565,Nelly,Dillines,1835,584,False
0072_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,17,S,False,True,TRAPPIST-1e,False,False,True,0.17721518987341772,False,0.0,3.3542414382987286e-05,0.0,0.0,0.04404756971781378,0.029566232250534917,Thell,Brantuarez,2445,238,False
0073_01,Mars,False,False,True,False,D,False,False,False,True,False,False,False,False,3,P,True,False,PSO J318.5-22,False,True,False,0.46835443037974683,False,0.0032107210162629998,0.002784020393787945,0.03141494977013451,0.0,0.0004972444370778602,0.024425486981409953,Gorn,Make,1112,1225,False
0074_01,Europa,False,True,False,False,C,False,False,True,False,False,False,False,False,3,S,False,True,TRAPPIST-1e,False,False,True,0.5316455696202531,False,6.979828296223913e-05,0.28165565357394423,0.0,0.0,0.020967140430116438,0.24742268041237114,Aldibah,Mostedry,67,1371,True
0076_01,Mars,False,False,True,False,F,False,False,False,False,False,True,False,False,18,S,False,True,TRAPPIST-1e,False,False,True,0.34177215189873417,False,0.010260347595449151,0.0,0.04333390090243487,0.0,0.0,0.03237280128935449,Conk,Dal,636,536,True
0077_01,Mars,False,False,True,False,F,False,False,False,False,False,True,False,False,15,P,True,False,TRAPPIST-1e,False,False,True,0.35443037974683544,False,0.0009771759614713477,0.0,0.05512514898688915,0.0,0.0,0.036374246255592296,Pon,Blité,1987,198,True
0078_01,Europa,False,True,False,False,C,False,False,True,False,False,False,False,False,4,S,False,True,TRAPPIST-1e,False,False,True,0.4810126582278481,False,0.0,0.19588769999664576,0.0,0.014325240985362371,0.4000331496291385,0.4394642509795204,Spuri,Pokerheed,2292,1566,False
0081_01,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,13,S,False,True,TRAPPIST-1e,False,False,True,0.16455696202531644,False,0.0,0.0,0.0,0.0,0.0,0.0,Dellie,Vinozarks,729,2110,False
0082_01,Mars,False,False,True,False,F,False,False,False,False,False,True,False,False,16,P,True,False,TRAPPIST-1e,False,False,True,0.5316455696202531,False,0.516926083618343,0.0,0.0,0.0,0.0,0.2057965376385917,Totse,Datte,2495,543,False
0082_02,Mars,False,False,True,True,F,False,False,False,False,False,True,False,False,16,P,True,False,TRAPPIST-1e,False,False,True,0.02531645569620253,False,0.0,0.0,0.0,0.0,0.0,0.0,Eaturs,Datte,821,543,True
0082_03,Mars,False,False,True,False,F,False,False,False,False,False,True,False,False,16,P,True,False,TRAPPIST-1e,False,False,True,0.10126582278481013,False,0.0,0.0,0.0,0.0,0.0,0.0,,,2706,2217,True
0084_01,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,14,S,False,True,TRAPPIST-1e,False,False,True,0.3037974683544304,False,0.04802121867802052,0.0,0.0,0.0,0.0007044296191936353,0.019590407647205935,Coren,Coopezmaney,646,481,True
0085_01,Europa,False,True,False,True,C,False,False,True,False,False,False,False,False,5,S,False,True,TRAPPIST-1e,False,False,True,0.5063291139240507,False,0.0,0.0,0.0,0.0,0.0,0.0,Furudah,Ellcefulve,1007,642,True
0086_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,17,P,True,False,TRAPPIST-1e,False,False,True,0.5443037974683544,False,0.014727437705032456,0.0,0.0,0.028471974294894682,0.021257199685078523,0.037847000305665936,Jodye,Kinson,1384,1140,False
0088_01,Mars,False,False,True,True,E,False,False,False,False,True,False,False,False,5,S,False,True,PSO J318.5-22,False,True,False,0.569620253164557,False,0.0,0.0,0.0,0.0,0.0,0.0,Stmeal,Sacre,2321,1764,True
0090_01,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,15,S,False,True,TRAPPIST-1e,False,False,True,0.4430379746835443,False,0.0,0.0,0.0,0.0,0.0,0.0,Heremy,Santry,1234,1780,True
0091_01,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,16,S,False,True,TRAPPIST-1e,False,False,True,0.3291139240506329,False,0.0,0.0,0.0,0.0,0.0,0.0,Deanne,Yorkland,720,2215,True
0091_02,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,20,S,False,True,TRAPPIST-1e,False,False,True,0.34177215189873417,False,6.979828296223913e-05,0.023379062824942138,0.001319598161076111,0.008389860764012854,0.0,0.025481423847500486,Tinez,Yorkland,2467,2215,False
0092_01,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,9,P,True,False,TRAPPIST-1e,False,False,True,0.24050632911392406,False,0.0,0.0,0.02852034735229014,4.4626918957515175e-05,0.0014088592383872706,0.019590407647205935,Gracy,Dunnisey,1120,626,False
0092_02,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,9,P,True,False,TRAPPIST-1e,False,False,True,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Stald,Hewson,2299,969,True
0092_03,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,9,P,True,False,TRAPPIST-1e,False,False,True,0.0379746835443038,False,0.0,0.0,0.0,0.0,0.0,0.0,Tiney,Hewson,2466,969,True
0097_01,Europa,False,True,False,False,A,True,False,False,False,False,False,False,False,2,S,False,True,TRAPPIST-1e,False,False,True,0.6835443037974683,False,0.0,0.04051923657464864,0.0,0.00013388075687254553,0.026395392201549746,0.05135187706671854,Alchium,Fictful,55,700,False
0098_01,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,11,P,True,False,TRAPPIST-1e,False,False,True,0.3291139240506329,False,0.0,0.028712306711837117,0.0002128384130767921,0.0014280614066404856,0.0,0.02481451635312752,Doria,Carezquez,788,338,False
0098_02,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,11,P,True,False,TRAPPIST-1e,False,False,True,0.3291139240506329,False,0.0,0.09428772683057726,0.04073727226289801,0.0,0.0036050221688144865,0.10712201628365799,Leence,Carezquez,1509,338,True
0099_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,19,P,True,False,PSO J318.5-22,False,True,False,0.2911392405063291,False,0.02170726600125637,0.014322610941535571,0.022390601055678527,0.0016511960014280614,0.0,0.036151943757467976,Aliey,Leetersoney,99,1184,False
0099_02,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,12,P,True,False,TRAPPIST-1e,False,False,True,0.02531645569620253,False,0.0,0.0,0.0,0.0,0.0,0.0,Thewis,Connelson,2453,468,True
0101_01,Mars,False,False,True,True,G,False,False,False,False,False,False,True,False,734,S,False,True,TRAPPIST-1e,False,False,True,0.3924050632911392,False,0.0,0.0,0.0,0.0,0.0,0.0,Book,Trad,423,2043,True
0102_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,23,S,False,True,TRAPPIST-1e,False,False,True,0.22784810126582278,False,0.0,0.0,0.0,0.037040342734737594,0.0037707703145071062,0.025592575096562646,Ritany,Holson,2102,990,False
0103_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,24,S,False,True,TRAPPIST-1e,False,False,True,0.3037974683544304,False,0.0,0.0,0.0,0.0,0.0007044296191936353,0.0004723928085141857,Arlen,Mclainez,248,1276,True
0103_02,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,18,S,False,True,55 Cancri e,True,False,False,0.11392405063291139,False,0.0,0.0,0.0,0.0,0.0,0.0,Shaele,Mclainez,2218,1276,True
0103_03,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,18,S,False,True,TRAPPIST-1e,False,False,True,0.0759493670886076,False,0.0,0.0,0.0,0.0,0.0,0.0,Fanne,Mclainez,950,1276,False
0105_01,Earth,True,False,False,False,F,False,False,False,False,False,True,False,False,21,P,True,False,TRAPPIST-1e,False,False,True,0.34177215189873417,False,0.0,0.0,0.024263579090754297,8.925383791503035e-05,0.005428251771433307,0.019534832022674854,Carry,Cleachrand,507,410,False
0107_01,Mars,False,False,True,False,D,False,False,False,True,False,False,False,False,2,S,False,True,TRAPPIST-1e,False,False,True,0.26582278481012656,False,0.1216584072031828,0.00016771207191493645,0.0007236506044610931,0.0,0.0,0.04904548864867869,Coobix,Hart,638,929,False
0108_01,Earth,True,False,False,True,G,False,False,False,False,False,False,True,False,19,S,False,True,TRAPPIST-1e,False,False,True,0.2911392405063291,False,0.0,0.0,0.0,0.0,0.0,0.0,Natald,Handertiz,1826,914,False
0108_02,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,19,S,False,True,TRAPPIST-1e,False,False,True,0.3924050632911392,False,0.03922663502477839,0.0,0.013877064532606844,0.0,0.0,0.024675577291799818,,,2706,2217,False
0108_03,Earth,True,False,False,False,G,False,False,False,False,False,False,True,False,19,S,False,True,TRAPPIST-1e,False,False,True,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Oline,Handertiz,1889,914,True
0110_01,Europa,False,True,False,False,G,False,False,False,False,False,False,True,False,734,S,False,True,TRAPPIST-1e,False,False,True,0.4050632911392405,False,0.0,0.013752389897024788,0.0002554060956921505,0.1753391645840771,0.03165789582729043,0.14196793286464557,Graviph,Aloubtled,1136,26,False
0110_02,Europa,False,True,False,False,B,False,True,False,False,False,False,False,False,5,P,True,False,TRAPPIST-1e,False,False,True,0.5063291139240507,False,0.0,0.011102539160768792,0.0,0.0,0.06990428044586251,0.05607580515186039,Aldeba,Bootious,62,212,False
0110_03,Europa,False,True,False,False,B,False,True,False,False,False,False,False,False,5,P,True,False,TRAPPIST-1e,False,False,True,0.5316455696202531,False,0.15418440706358624,0.3829872874249488,0.0,0.08336308461263835,0.018439481208303982,0.44293772751271293,Alaratz,Aloubtled,36,26,True
0110_04,Europa,False,True,False,True,B,False,True,False,False,False,False,False,False,5,P,True,False,TRAPPIST-1e,False,False,True,0.35443037974683544,False,0.0,0.0,0.0,0.0,0.0,0.0,Izark,Aloubtled,1315,26,True
0111_01,Europa,False,True,False,True,E,False,False,False,False,True,False,False,False,6,S,False,True,TRAPPIST-1e,False,False,True,0.3670886075949367,False,0.0,0.0,0.0,0.0,0.0,0.0,Aldera,Supred,64,1984,True
